,VAT_calculation,authority_notice_created,direct_bank_transfer_created,expense_invoice,mass_letter_created,memo_voucher,new_receipts,payment_reminder_created,purchase_invoice,purchase_order,salary_slip,sales_invoice,sales_order,travel_invoice
2022-08-16,2626.0,1905.0,2016.0,570.0,130.0,20782.0,5716.0,1725.0,51314.0,71.0,5661.0,24002.0,487.0,610.0
2022-08-17,2444.0,1838.0,2111.0,644.0,165.0,18937.0,5260.0,2496.0,35780.0,54.0,5091.0,27293.0,473.0,614.0
2022-08-18,2356.0,1739.0,2096.0,620.0,107.0,18624.0,5422.0,1243.0,34179.0,49.0,3843.0,21307.0,508.0,614.0
2022-08-19,1899.0,1367.0,1372.0,551.0,172.0,14339.0,3999.0,908.0,25769.0,60.0,2698.0,19566.0,476.0,585.0
2022-08-20,86.0,62.0,235.0,82.0,10.0,438.0,1547.0,45.0,18361.0,2.0,83.0,2698.0,18.0,89.0
2022-08-21,191.0,118.0,449.0,113.0,43.0,2166.0,2629.0,111.0,3336.0,4.0,273.0,4305.0,49.0,138.0
2022-08-22,2303.0,1600.0,1845.0,726.0,281.0,16593.0,6409.0,1828.0,37860.0,48.0,5716.0,25952.0,422.0,729.0
2022-08-23,2335.0,1705.0,3793.0,705.0,177.0,17878.0,5231.0,1146.0,40698.0,59.0,6016.0,23195.0,585.0,559.0
2022-08-24,2215.0,1543.0,1930.0,672.0,207.0,17143.0,5484.0,1586.0,38391.0,48.0,7206.0,24327.0,484.0,710.0
2022-08-25,1854.0,1388.0,2725.0,685.0,212.0,16346.0,5441.0,1117.0,31595.0,89.0,7235.0,20827.0,485.0,685.0
2022-08-26,1600.0,1187.0,1545.0,598.0,121.0,12069.0,4525.0,1028.0,29012.0,81.0,6870.0,19066.0,532.0,658.0
2022-08-27,114.0,83.0,301.0,97.0,14.0,1594.0,1633.0,62.0,9132.0,0.0,282.0,2972.0,20.0,109.0
2022-08-28,216.0,118.0,398.0,201.0,43.0,1539.0,2517.0,86.0,3907.0,1.0,609.0,4061.0,40.0,243.0
2022-08-29,2243.0,1626.0,2500.0,797.0,181.0,16253.0,6447.0,1096.0,34381.0,48.0,13864.0,28133.0,487.0,982.0
2022-08-30,2193.0,1505.0,3276.0,702.0,186.0,15628.0,5758.0,1915.0,36101.0,53.0,11269.0,28370.0,535.0,961.0
2022-08-31,2327.0,1602.0,2869.0,877.0,133.0,15392.0,6595.0,2529.0,48342.0,41.0,7891.0,45565.0,529.0,1331.0
2022-09-01,2181.0,1630.0,2558.0,861.0,213.0,18180.0,6168.0,1282.0,70110.0,55.0,10882.0,94875.0,550.0,1126.0
2022-09-02,2154.0,1636.0,2521.0,716.0,140.0,15654.0,5543.0,947.0,75842.0,61.0,8135.0,40032.0,480.0,1067.0
2022-09-03,226.0,160.0,643.0,140.0,27.0,1820.0,2259.0,79.0,46355.0,0.0,421.0,7061.0,29.0,186.0
2022-09-04,314.0,268.0,637.0,165.0,36.0,2438.0,3249.0,116.0,7001.0,3.0,1063.0,6349.0,42.0,259.0
2022-09-05,3077.0,2463.0,2590.0,904.0,174.0,23193.0,7466.0,1048.0,48626.0,54.0,10406.0,35212.0,485.0,1175.0
2022-09-06,3490.0,2814.0,2539.0,740.0,184.0,28380.0,6734.0,1303.0,67285.0,44.0,8275.0,29711.0,497.0,867.0
2022-09-07,3773.0,3104.0,2904.0,862.0,140.0,30441.0,6697.0,1148.0,53559.0,73.0,7342.0,28535.0,506.0,821.0
2022-09-08,4244.0,3401.0,4579.0,621.0,347.0,28768.0,6346.0,1628.0,39890.0,44.0,7068.0,28867.0,573.0,746.0
2022-09-09,4337.0,3583.0,1891.0,633.0,157.0,27599.0,5717.0,1550.0,43045.0,71.0,4658.0,20724.0,531.0,804.0
2022-09-10,621.0,538.0,374.0,125.0,21.0,4467.0,1994.0,54.0,12061.0,2.0,254.0,5353.0,31.0,145.0
2022-09-11,1063.0,825.0,570.0,209.0,33.0,6135.0,3766.0,100.0,3479.0,5.0,804.0,4630.0,30.0,206.0
2022-09-12,6873.0,5920.0,2268.0,875.0,185.0,30722.0,7409.0,1699.0,37552.0,67.0,8487.0,25402.0,548.0,1025.0
2022-09-13,2617.0,1890.0,3007.0,727.0,194.0,20713.0,6107.0,2081.0,44329.0,71.0,9089.0,24131.0,544.0,791.0
2022-09-14,2325.0,1700.0,3784.0,830.0,133.0,21083.0,5791.0,2277.0,38338.0,56.0,7199.0,26838.0,521.0,877.0
2022-09-15,2384.0,1737.0,2394.0,669.0,155.0,21560.0,5720.0,1220.0,38900.0,52.0,4290.0,30781.0,584.0,869.0
2022-09-16,1937.0,1389.0,1624.0,654.0,142.0,16177.0,4854.0,1032.0,45413.0,50.0,3931.0,23121.0,540.0,773.0
2022-09-17,128.0,84.0,294.0,135.0,14.0,1759.0,1857.0,174.0,13014.0,0.0,184.0,3713.0,46.0,121.0
2022-09-18,163.0,119.0,415.0,197.0,24.0,2429.0,2661.0,148.0,3631.0,0.0,348.0,4978.0,57.0,187.0
2022-09-19,2415.0,1745.0,2212.0,808.0,113.0,21701.0,6238.0,1217.0,34460.0,54.0,5303.0,26373.0,511.0,965.0
2022-09-20,2479.0,1767.0,2002.0,726.0,166.0,20234.0,5827.0,1852.0,45512.0,63.0,5442.0,28836.0,539.0,744.0
2022-09-21,2301.0,1671.0,2039.0,715.0,135.0,18511.0,5183.0,2106.0,38539.0,77.0,5477.0,29596.0,483.0,738.0
2022-09-22,2295.0,1591.0,4350.0,724.0,126.0,16917.0,5056.0,1656.0,33912.0,47.0,5654.0,24324.0,509.0,819.0
2022-09-23,1780.0,1290.0,1261.0,586.0,122.0,13160.0,4436.0,1008.0,33980.0,43.0,3939.0,23615.0,477.0,841.0
2022-09-24,182.0,123.0,302.0,96.0,12.0,1190.0,1823.0,63.0,12828.0,0.0,396.0,3588.0,27.0,118.0
2022-09-25,204.0,144.0,427.0,177.0,43.0,1685.0,3056.0,110.0,3249.0,2.0,724.0,17336.0,34.0,219.0
2022-09-26,2107.0,1516.0,2206.0,821.0,122.0,17097.0,6143.0,1711.0,34251.0,47.0,11784.0,25316.0,533.0,952.0
2022-09-27,2017.0,1476.0,2516.0,682.0,135.0,16828.0,4986.0,1436.0,32806.0,115.0,11161.0,24020.0,464.0,837.0
2022-09-28,2034.0,1498.0,3027.0,784.0,131.0,17744.0,5925.0,2376.0,40170.0,53.0,12429.0,27992.0,522.0,966.0
2022-09-29,1849.0,1264.0,3660.0,924.0,122.0,13363.0,5800.0,936.0,33033.0,117.0,9051.0,28139.0,589.0,1090.0
2022-09-30,1629.0,1118.0,1837.0,835.0,123.0,13928.0,5837.0,1237.0,50597.0,119.0,4862.0,44813.0,519.0,1450.0
2022-10-01,175.0,97.0,420.0,214.0,23.0,2224.0,2720.0,71.0,25878.0,1.0,574.0,10870.0,27.0,245.0
2022-10-02,268.0,176.0,626.0,210.0,38.0,3430.0,4085.0,91.0,9554.0,2.0,1021.0,15806.0,53.0,380.0
2022-10-03,2455.0,1890.0,2796.0,1061.0,215.0,18140.0,8439.0,1174.0,58755.0,51.0,13494.0,96175.0,512.0,1653.0
2022-10-04,2792.0,2179.0,2987.0,906.0,154.0,22846.0,7073.0,1659.0,69436.0,117.0,12317.0,44899.0,589.0,1153.0
2022-10-05,3246.0,2477.0,2820.0,768.0,144.0,24910.0,7282.0,1643.0,96687.0,120.0,9826.0,35034.0,487.0,1011.0
2022-10-06,3657.0,2751.0,5136.0,846.0,94.0,27032.0,6797.0,1222.0,59787.0,90.0,8540.0,28573.0,541.0,1015.0
2022-10-07,3556.0,2706.0,2222.0,656.0,87.0,26266.0,5584.0,1210.0,52013.0,44.0,4848.0,25717.0,570.0,942.0
2022-10-08,528.0,380.0,447.0,122.0,14.0,3810.0,2316.0,51.0,11762.0,0.0,459.0,4356.0,26.0,178.0
2022-10-09,646.0,491.0,607.0,162.0,14.0,4438.0,3286.0,78.0,4629.0,0.0,397.0,4664.0,31.0,212.0
2022-10-10,5286.0,4148.0,2277.0,823.0,70.0,34792.0,8261.0,1143.0,41363.0,213.0,8165.0,32947.0,470.0,1148.0
2022-10-11,6076.0,4849.0,2618.0,744.0,84.0,36808.0,7652.0,1335.0,44556.0,88.0,8685.0,26111.0,563.0,936.0
2022-10-12,6408.0,5145.0,3343.0,734.0,79.0,30037.0,7032.0,2220.0,39518.0,78.0,8929.0,26149.0,443.0,919.0
2022-10-13,2756.0,1865.0,4027.0,689.0,82.0,22521.0,5639.0,1499.0,39403.0,47.0,6572.0,23225.0,500.0,858.0
2022-10-14,2676.0,1841.0,2001.0,675.0,60.0,18740.0,5568.0,1586.0,37343.0,46.0,3113.0,24096.0,513.0,851.0
2022-10-15,131.0,78.0,283.0,94.0,0.0,1315.0,1983.0,83.0,12437.0,1.0,189.0,3673.0,27.0,88.0
2022-10-16,291.0,170.0,594.0,169.0,3.0,2722.0,2965.0,134.0,4806.0,2.0,357.0,5750.0,37.0,219.0
2022-10-17,2920.0,2001.0,2095.0,861.0,28.0,22594.0,5873.0,1303.0,38482.0,63.0,5657.0,30320.0,511.0,976.0
2022-10-18,2785.0,1926.0,2237.0,642.0,23.0,21112.0,5560.0,1504.0,49306.0,117.0,5530.0,28347.0,497.0,742.0
2022-10-19,2766.0,1846.0,2212.0,667.0,28.0,25163.0,4861.0,1885.0,41539.0,42.0,4641.0,24624.0,404.0,736.0
2022-10-20,2511.0,1695.0,2137.0,579.0,18.0,19910.0,4692.0,1958.0,31804.0,41.0,4643.0,20666.0,431.0,700.0
2022-10-21,2108.0,1387.0,2987.0,595.0,11.0,17166.0,4382.0,1540.0,34911.0,65.0,3707.0,18815.0,453.0,680.0
2022-10-22,254.0,170.0,251.0,94.0,1.0,1331.0,2304.0,91.0,8915.0,1.0,188.0,6520.0,26.0,123.0
2022-10-23,231.0,140.0,467.0,148.0,4.0,1912.0,2628.0,117.0,3112.0,0.0,485.0,4219.0,33.0,182.0
2022-10-24,2952.0,1917.0,2183.0,814.0,10.0,23932.0,5885.0,1684.0,38565.0,83.0,7972.0,25590.0,533.0,910.0
2022-10-25,2854.0,1835.0,2386.0,740.0,10.0,21273.0,6208.0,1832.0,33694.0,50.0,8869.0,23311.0,554.0,788.0
2022-10-26,2684.0,1739.0,2673.0,664.0,22.0,19846.0,5555.0,2112.0,33403.0,67.0,10573.0,22120.0,506.0,717.0
2022-10-27,2614.0,1618.0,2980.0,646.0,51.0,19626.0,5017.0,1580.0,33335.0,43.0,11418.0,25281.0,464.0,929.0
2022-10-28,2115.0,1352.0,3036.0,670.0,18.0,19077.0,5045.0,1402.0,33410.0,122.0,7723.0,26540.0,479.0,974.0
2022-10-29,223.0,140.0,329.0,115.0,6.0,1587.0,2293.0,71.0,11670.0,3.0,287.0,4289.0,18.0,183.0
2022-10-30,383.0,201.0,522.0,202.0,8.0,3505.0,3512.0,201.0,3309.0,1.0,640.0,5604.0,35.0,303.0
2022-10-31,2944.0,1980.0,2289.0,946.0,22.0,22517.0,7909.0,1435.0,35994.0,55.0,7351.0,48597.0,540.0,1776.0
2022-11-01,2861.0,1974.0,2354.0,891.0,14.0,24571.0,7337.0,2200.0,61275.0,55.0,11192.0,100285.0,515.0,1365.0
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-03,3219.0,2209.0,3089.0,698.0,26.0,25417.0,6808.0,1671.0,62381.0,100.0,7984.0,36916.0,560.0,970.0
2022-11-04,2861.0,1984.0,2074.0,698.0,17.0,27265.0,5993.0,840.0,66720.0,145.0,5004.0,31542.0,514.0,939.0
2022-11-05,410.0,256.0,540.0,116.0,3.0,3129.0,2512.0,82.0,27709.0,17.0,331.0,4661.0,31.0,122.0
2022-11-06,592.0,334.0,727.0,194.0,6.0,4715.0,3772.0,62.0,27484.0,3.0,666.0,6116.0,48.0,194.0
2022-11-07,4418.0,3150.0,4061.0,958.0,21.0,29977.0,8057.0,1387.0,36009.0,66.0,8842.0,28607.0,476.0,1035.0
2022-11-08,4700.0,3328.0,2966.0,792.0,15.0,33910.0,7117.0,1679.0,52228.0,88.0,7447.0,25736.0,511.0,898.0
2022-11-09,5151.0,3468.0,3009.0,726.0,20.0,33768.0,6656.0,1791.0,46419.0,90.0,8369.0,24135.0,512.0,708.0
2022-11-10,5449.0,3768.0,2750.0,705.0,15.0,33568.0,7330.0,1660.0,42709.0,47.0,7240.0,25549.0,521.0,772.0
2022-11-11,5490.0,3772.0,2729.0,632.0,5.0,30840.0,5673.0,1178.0,39938.0,41.0,5571.0,24134.0,468.0,819.0
2022-11-12,885.0,600.0,355.0,175.0,2.0,4841.0,2339.0,67.0,13591.0,0.0,542.0,4318.0,13.0,147.0
2022-11-13,1038.0,661.0,531.0,143.0,2.0,4862.0,3244.0,89.0,3442.0,3.0,639.0,3953.0,49.0,240.0
2022-11-14,7940.0,5599.0,3599.0,936.0,12.0,31652.0,7713.0,1699.0,33267.0,189.0,7610.0,28796.0,473.0,1155.0
2022-11-15,2904.0,2069.0,2112.0,711.0,12.0,24106.0,6421.0,2625.0,47376.0,56.0,5153.0,30754.0,497.0,895.0
2022-11-16,2699.0,1867.0,2558.0,678.0,13.0,23650.0,5981.0,2025.0,50134.0,67.0,4920.0,28645.0,507.0,863.0
2022-11-17,2445.0,1744.0,2491.0,678.0,9.0,24234.0,5880.0,887.0,39777.0,57.0,4852.0,24277.0,494.0,789.0
2022-11-18,2089.0,1522.0,1673.0,649.0,15.0,23745.0,5000.0,1160.0,34498.0,55.0,2923.0,26285.0,488.0,753.0
2022-11-19,198.0,98.0,285.0,94.0,0.0,1277.0,2286.0,75.0,10851.0,1.0,122.0,4210.0,12.0,97.0
2022-11-20,233.0,143.0,483.0,159.0,0.0,2111.0,3080.0,149.0,3754.0,1.0,403.0,4745.0,57.0,195.0
2022-11-21,2505.0,1894.0,1800.0,845.0,13.0,26634.0,6881.0,1512.0,37764.0,58.0,5667.0,31001.0,467.0,990.0
2022-11-22,2582.0,1778.0,3662.0,783.0,9.0,23382.0,5803.0,1874.0,49361.0,69.0,6384.0,25201.0,560.0,795.0
2022-11-23,2315.0,1680.0,2789.0,775.0,8.0,27730.0,6383.0,1980.0,37154.0,60.0,6510.0,22174.0,507.0,818.0
2022-11-24,2028.0,1490.0,2626.0,694.0,12.0,17589.0,6051.0,1468.0,34051.0,57.0,7095.0,21641.0,584.0,854.0
2022-11-25,1614.0,1194.0,1684.0,674.0,15.0,17993.0,4617.0,954.0,35334.0,50.0,6651.0,22251.0,538.0,851.0
2022-11-26,198.0,111.0,331.0,151.0,1.0,1480.0,2562.0,83.0,11291.0,0.0,447.0,6176.0,31.0,149.0
2022-11-27,291.0,145.0,548.0,148.0,3.0,1889.0,3305.0,112.0,3901.0,1.0,1097.0,5893.0,33.0,259.0
2022-11-28,1992.0,1449.0,2848.0,1035.0,6.0,29864.0,7597.0,1817.0,46236.0,67.0,15096.0,34828.0,539.0,1424.0
2022-11-29,2106.0,1568.0,3844.0,936.0,15.0,25752.0,6809.0,2137.0,39405.0,109.0,10907.0,34288.0,576.0,1214.0
2022-11-30,2292.0,1659.0,2664.0,954.0,11.0,24449.0,7447.0,2211.0,56372.0,48.0,7275.0,45889.0,567.0,1576.0
2022-12-01,2353.0,1814.0,3361.0,872.0,13.0,21289.0,6916.0,1093.0,75434.0,50.0,12635.0,101242.0,578.0,1389.0
2022-12-02,2053.0,1609.0,3212.0,906.0,4.0,23755.0,6443.0,809.0,94908.0,77.0,8113.0,49384.0,390.0,1211.0
2022-12-03,263.0,184.0,559.0,154.0,2.0,4663.0,2799.0,49.0,23960.0,4.0,403.0,8819.0,48.0,183.0
2022-12-04,428.0,272.0,613.0,171.0,2.0,4191.0,3432.0,73.0,4521.0,2.0,713.0,8830.0,33.0,352.0
2022-12-05,2467.0,1991.0,2712.0,788.0,4.0,18588.0,6368.0,1068.0,48323.0,151.0,8270.0,33876.0,379.0,1205.0
2022-12-06,614.0,456.0,704.0,285.0,3.0,5511.0,4154.0,171.0,31856.0,0.0,1061.0,9157.0,37.0,227.0
2022-12-07,3943.0,3188.0,4935.0,1051.0,5.0,28446.0,7817.0,2851.0,48218.0,113.0,11442.0,32560.0,539.0,1184.0
2022-12-08,4323.0,3533.0,3953.0,887.0,10.0,41901.0,7175.0,1962.0,47559.0,101.0,8237.0,30184.0,447.0,887.0
2022-12-09,4781.0,3993.0,2109.0,751.0,11.0,29761.0,6631.0,1483.0,48497.0,57.0,6408.0,25171.0,458.0,927.0
2022-12-10,775.0,583.0,516.0,113.0,2.0,4990.0,2853.0,71.0,16324.0,4.0,493.0,6345.0,21.0,189.0
2022-12-11,1275.0,1081.0,831.0,293.0,3.0,7429.0,4239.0,185.0,5521.0,5.0,913.0,6328.0,40.0,340.0
2022-12-12,7180.0,6220.0,3008.0,1103.0,13.0,34264.0,8921.0,1427.0,38608.0,83.0,10171.0,28943.0,542.0,1298.0
2022-12-13,2782.0,2002.0,2990.0,877.0,12.0,23412.0,6480.0,1603.0,41348.0,47.0,11238.0,29100.0,448.0,970.0
2022-12-14,2567.0,1832.0,3661.0,910.0,7.0,21200.0,6702.0,2154.0,47317.0,72.0,8113.0,32404.0,439.0,1011.0
2022-12-15,2563.0,1873.0,2885.0,946.0,2.0,22243.0,6784.0,1547.0,48590.0,53.0,6146.0,31800.0,457.0,1033.0
2022-12-16,2367.0,1761.0,1911.0,923.0,6.0,21083.0,6507.0,2389.0,70076.0,30.0,4903.0,31882.0,408.0,1048.0
2022-12-17,170.0,97.0,291.0,164.0,1.0,1467.0,2512.0,66.0,18870.0,0.0,574.0,5794.0,15.0,177.0
2022-12-18,347.0,203.0,523.0,239.0,1.0,3382.0,3706.0,124.0,3179.0,4.0,1003.0,6306.0,59.0,362.0
2022-12-19,2840.0,2079.0,2731.0,1275.0,7.0,32301.0,8218.0,1364.0,36877.0,45.0,8285.0,38830.0,473.0,1575.0
2022-12-20,2653.0,2026.0,3514.0,1172.0,8.0,23756.0,7201.0,2199.0,49436.0,47.0,7827.0,38538.0,494.0,1281.0
2022-12-21,2486.0,1833.0,4970.0,1272.0,10.0,20875.0,7319.0,1560.0,41599.0,113.0,7913.0,32322.0,452.0,1331.0
2022-12-22,2002.0,1474.0,3003.0,1139.0,8.0,20988.0,6968.0,2251.0,40670.0,51.0,7299.0,33393.0,393.0,1274.0
2022-12-23,850.0,623.0,1417.0,681.0,4.0,10060.0,4417.0,707.0,28621.0,62.0,3735.0,18069.0,227.0,756.0
2022-12-24,26.0,19.0,145.0,50.0,0.0,328.0,1097.0,30.0,8610.0,0.0,91.0,2123.0,5.0,68.0
2022-12-25,82.0,34.0,141.0,60.0,0.0,512.0,805.0,16.0,1410.0,0.0,125.0,1409.0,5.0,49.0
2022-12-26,176.0,117.0,418.0,121.0,2.0,2269.0,2531.0,54.0,5366.0,1.0,720.0,4004.0,13.0,197.0
2022-12-27,1663.0,1256.0,2555.0,741.0,4.0,18979.0,5823.0,1635.0,31138.0,29.0,12942.0,23359.0,289.0,1024.0
2022-12-28,1790.0,1243.0,3892.0,894.0,10.0,14858.0,5971.0,2461.0,37580.0,24.0,13230.0,28835.0,231.0,1088.0
2022-12-29,1772.0,1311.0,4679.0,944.0,40.0,21788.0,6002.0,1489.0,36390.0,28.0,10157.0,29632.0,304.0,1275.0
2022-12-30,1488.0,1099.0,2500.0,1042.0,6.0,20702.0,6982.0,1367.0,52626.0,16.0,4365.0,39870.0,296.0,1424.0
2022-12-31,333.0,145.0,551.0,342.0,11.0,2752.0,3180.0,140.0,14857.0,4.0,407.0,11095.0,32.0,402.0
2023-01-01,275.0,157.0,560.0,153.0,2.0,2050.0,2712.0,99.0,14498.0,1.0,613.0,18874.0,10.0,218.0
2023-01-02,2437.0,1818.0,2900.0,925.0,15.0,25088.0,8355.0,1278.0,53016.0,72.0,10910.0,102186.0,450.0,1056.0
2023-01-03,2678.0,1988.0,3188.0,773.0,5.0,23187.0,7435.0,1920.0,86084.0,113.0,10605.0,47496.0,383.0,923.0
2023-01-04,3080.0,2246.0,4485.0,834.0,1.0,25723.0,6336.0,1959.0,85043.0,90.0,9148.0,35541.0,438.0,737.0
2023-01-05,3238.0,2370.0,4059.0,766.0,8.0,28264.0,5527.0,1181.0,58611.0,48.0,7796.0,29827.0,421.0,605.0
2023-01-06,792.0,542.0,548.0,133.0,2.0,5549.0,2789.0,142.0,17951.0,0.0,921.0,8477.0,25.0,165.0
2023-01-07,546.0,364.0,439.0,82.0,1.0,4513.0,2889.0,65.0,6777.0,1.0,541.0,3693.0,19.0,85.0
2023-01-08,712.0,520.0,583.0,189.0,1.0,6128.0,3657.0,143.0,4116.0,2.0,711.0,5668.0,18.0,163.0
2023-01-09,4590.0,3465.0,3238.0,821.0,3.0,31558.0,7489.0,1661.0,40275.0,34.0,9156.0,27718.0,411.0,722.0
2023-01-10,4899.0,3749.0,2862.0,654.0,13.0,32923.0,6799.0,1684.0,57430.0,62.0,9128.0,54572.0,403.0,699.0
2023-01-11,5520.0,4335.0,3230.0,673.0,9.0,35197.0,6907.0,2222.0,46832.0,129.0,9801.0,24347.0,447.0,595.0
2023-01-12,6686.0,5327.0,4694.0,644.0,2.0,33770.0,6252.0,1602.0,48850.0,56.0,7898.0,23634.0,425.0,702.0
2023-01-13,2737.0,1546.0,1812.0,490.0,3.0,27530.0,5268.0,1132.0,39843.0,73.0,3069.0,27739.0,358.0,655.0
2023-01-14,414.0,206.0,347.0,117.0,2.0,2995.0,2473.0,81.0,9006.0,0.0,194.0,4338.0,24.0,127.0
2023-01-15,551.0,276.0,520.0,191.0,0.0,5107.0,3602.0,121.0,3037.0,3.0,404.0,5314.0,26.0,209.0
2023-01-16,3234.0,1786.0,2139.0,753.0,7.0,29144.0,6330.0,1420.0,50008.0,61.0,4933.0,29338.0,457.0,699.0
2023-01-17,3153.0,1750.0,2162.0,837.0,1.0,27244.0,5912.0,1553.0,50590.0,88.0,5362.0,32116.0,459.0,631.0
2023-01-18,3121.0,1715.0,2504.0,598.0,10.0,27904.0,5452.0,2220.0,39924.0,64.0,4632.0,28303.0,391.0,601.0
2023-01-19,3082.0,1656.0,2897.0,594.0,4.0,26777.0,5216.0,1794.0,36268.0,83.0,4328.0,23619.0,386.0,617.0
2023-01-20,2878.0,1622.0,1792.0,649.0,4.0,21704.0,5493.0,2358.0,36527.0,81.0,3072.0,27163.0,318.0,639.0
2023-01-21,431.0,200.0,347.0,97.0,2.0,3293.0,2362.0,80.0,7269.0,0.0,231.0,3397.0,26.0,107.0
2023-01-22,496.0,239.0,451.0,156.0,1.0,4240.0,2834.0,164.0,3249.0,3.0,521.0,9380.0,29.0,194.0
2023-01-23,3210.0,1794.0,3857.0,812.0,2.0,29276.0,6306.0,1808.0,40246.0,69.0,7135.0,25670.0,487.0,829.0
2023-01-24,3250.0,1832.0,2251.0,725.0,3.0,25021.0,5716.0,2081.0,37858.0,78.0,7243.0,23266.0,474.0,618.0
2023-01-25,3329.0,1922.0,2205.0,595.0,6.0,24877.0,5161.0,1873.0,37304.0,63.0,8845.0,21886.0,470.0,750.0
2023-01-26,3447.0,1813.0,3133.0,670.0,2.0,29651.0,5008.0,1423.0,30404.0,56.0,9250.0,34729.0,405.0,828.0
2023-01-27,3122.0,1588.0,2040.0,589.0,2.0,21954.0,5036.0,905.0,31689.0,51.0,8889.0,24736.0,385.0,821.0
2023-01-28,603.0,322.0,352.0,111.0,4.0,5744.0,2386.0,145.0,9325.0,0.0,1192.0,4300.0,25.0,183.0
2023-01-29,709.0,311.0,510.0,180.0,0.0,5385.0,3249.0,181.0,4696.0,1.0,1487.0,5199.0,22.0,248.0
2023-01-30,3281.0,1825.0,3304.0,896.0,3.0,24857.0,6924.0,1932.0,34898.0,59.0,11132.0,27708.0,460.0,1116.0
2023-01-31,3849.0,2167.0,2788.0,871.0,2.0,27527.0,6850.0,2206.0,53406.0,44.0,7085.0,49283.0,471.0,1358.0
2023-02-01,3598.0,2182.0,3247.0,717.0,4.0,28919.0,6914.0,1598.0,71314.0,65.0,11799.0,98501.0,547.0,1082.0
2023-02-02,3764.0,2184.0,3870.0,730.0,3.0,30852.0,6857.0,1110.0,92409.0,82.0,11006.0,48382.0,477.0,1034.0
2023-02-03,3600.0,2166.0,2435.0,675.0,3.0,24690.0,5884.0,891.0,77068.0,109.0,6092.0,37947.0,392.0,900.0
2023-02-04,749.0,426.0,489.0,152.0,0.0,6012.0,2390.0,62.0,15857.0,47.0,759.0,5653.0,18.0,174.0
2023-02-05,1104.0,550.0,598.0,221.0,0.0,6605.0,3965.0,126.0,4751.0,5.0,692.0,6252.0,30.0,247.0
2023-02-06,5508.0,3451.0,2381.0,827.0,4.0,33495.0,8267.0,1239.0,47250.0,111.0,7888.0,32388.0,452.0,1043.0
2023-02-07,6107.0,3783.0,2327.0,766.0,6.0,36244.0,6918.0,1565.0,50066.0,75.0,8411.0,29677.0,440.0,828.0
2023-02-08,6666.0,4056.0,4705.0,738.0,9.0,36122.0,7815.0,1437.0,51006.0,77.0,7488.0,25597.0,408.0,805.0
2023-02-09,7160.0,4450.0,3211.0,692.0,6.0,37313.0,6933.0,3031.0,45593.0,69.0,5897.0,23777.0,510.0,759.0
2023-02-10,7613.0,4782.0,1975.0,654.0,6.0,37190.0,5768.0,1163.0,32831.0,61.0,4867.0,26549.0,323.0,828.0
2023-02-11,1767.0,1006.0,374.0,133.0,1.0,9733.0,2535.0,59.0,8198.0,1.0,552.0,3988.0,20.0,144.0
2023-02-12,2693.0,1431.0,700.0,231.0,0.0,11505.0,4877.0,105.0,3669.0,0.0,842.0,4971.0,45.0,267.0
2023-02-13,11544.0,7242.0,3125.0,867.0,8.0,37609.0,7207.0,1340.0,38026.0,100.0,9948.0,26297.0,444.0,954.0
2023-02-14,3777.0,1876.0,3447.0,643.0,7.0,31513.0,5870.0,1631.0,40069.0,111.0,7923.0,27359.0,473.0,782.0
2023-02-15,3854.0,1936.0,2587.0,666.0,4.0,33293.0,5725.0,1667.0,43340.0,67.0,5781.0,26992.0,418.0,725.0
2023-02-16,4028.0,1845.0,2634.0,705.0,3.0,36602.0,5250.0,1849.0,45874.0,56.0,5326.0,27990.0,524.0,751.0
2023-02-17,3726.0,1656.0,2075.0,642.0,7.0,26065.0,5137.0,1513.0,35393.0,76.0,4623.0,27806.0,344.0,815.0
2023-02-18,522.0,199.0,343.0,105.0,0.0,4885.0,2227.0,120.0,8552.0,91.0,201.0,3711.0,30.0,143.0
2023-02-19,795.0,287.0,477.0,172.0,1.0,4328.0,2586.0,237.0,3271.0,4.0,317.0,8674.0,30.0,149.0
2023-02-20,4324.0,2072.0,1950.0,667.0,4.0,27102.0,6222.0,1594.0,35558.0,68.0,6440.0,24746.0,412.0,794.0
2023-02-21,5180.0,2064.0,2013.0,673.0,2.0,27472.0,5518.0,2349.0,44955.0,39.0,7566.0,24048.0,410.0,666.0
2023-02-22,5230.0,2058.0,4069.0,568.0,2.0,31091.0,5500.0,1487.0,35588.0,58.0,8464.0,22069.0,381.0,617.0
2023-02-23,4472.0,1923.0,2784.0,567.0,7.0,28251.0,5121.0,1384.0,28391.0,42.0,9415.0,21857.0,342.0,749.0
2023-02-24,4282.0,1775.0,1782.0,554.0,4.0,24529.0,4742.0,1476.0,35156.0,37.0,9044.0,25385.0,343.0,779.0
2023-02-25,932.0,322.0,430.0,114.0,0.0,5789.0,1896.0,89.0,7198.0,0.0,777.0,5489.0,13.0,152.0
2023-02-26,1325.0,356.0,560.0,207.0,0.0,4716.0,2888.0,171.0,5007.0,0.0,1939.0,4735.0,16.0,207.0
2023-02-27,6938.0,2336.0,3839.0,705.0,3.0,27598.0,6767.0,1294.0,40891.0,58.0,13421.0,28339.0,521.0,982.0
